Job_Role,Company_name,Location,Desired_Experience,Skills_Required,Salary_Expected,Education
"research analyst – process – primary – secondary – business analytics
gaba consultancy services
hiring for confidential",gaba consultancy services,"['faridabad', ' delhi ncr', ' noida']",0 - 5 years,"['key skills', 'business intelligencefresherprocess analysissecondary researchgraduatedata analysisqualitative researchkpoanalyticsprimary researchmarket researchbusiness analysis']","₹ 1,50,000 - 5,50,000 p.a.","['education', 'ug :any graduate in any specialization']"
"business analyst
zillion holidays",zillion holidays,['bengaluru'],1 - 3 years,"['key skills', 'sql queriesdata analysismanager quality assurancebusiness analysttechnical writingprocess documentationanalyticaldata visualizationinformation technologymonitoring']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business systems analyst
xpheno",xpheno,['bengaluru'],4 - 6 years,"['key skills', 'business processdata dictionaryremediationdata analysisfinancial reportingreconciliationdata structuresdata integrityuser acceptance testingsql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"senior workforce management analyst
conduent3.5(771 reviews)",conduent3.5(771 reviews),['bengaluru'],3 - 8 years,"['key skills', 'root cause analysisautomationprocess optimizationclaimsworkforce managementdata collectionagilecustomer supportworkers compensationsix sigma']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"analyst cs operations
aptean3.3(79 reviews)",aptean3.3(79 reviews),['bengaluru'],3 - 6 years,"['key skills', 'report generationdata analysisticketingbusiness writingexceldata managementbusiness analyticsissue resolutionmanagementoperations']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"senior threat analyst
sophos ltd.3.7(65 reviews)",sophos ltd.3.7(65 reviews),['bengaluru'],5 - 10 years,"['key skills', 'linuxdata managementprocess improvementinformation securitywindowssecurity operationstroubleshootinganalyticsrecruitmentsql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business system analyst
secureworks",secureworks,['bengaluru'],4 - 9 years,"['key skills', 'order managementvmwaredata analysischange managementbusiness analysisproject managementgap analysisoracletechnical supportcrm']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"senior compliance analyst
financeplus (a division of wpp)3.9(20 reviews)",financeplus (a division of wpp)3.9(20 reviews),['bengaluru'],2 - 4 years,"['key skills', 'it servicesremediationassurancemanager quality assurancedata managementcompliancedata securitycobitit risk managementwindows']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"risk analyst 2
teamware solutions3.5(82 reviews)",teamware solutions3.5(82 reviews),['bengaluru'],1 - 6 years,"['key skills', 'data analysisexcelpdfregulatory reportinggaapworkflowrisk managementfinancial servicesmonitoringdata extraction']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"senior compliance analyst
financeplus (a division of wpp)3.9(20 reviews)",financeplus (a division of wpp)3.9(20 reviews),['bengaluru'],4 - 6 years,"['key skills', 'it servicesremediationassurancemanager quality assurancedata managementcompliancedata securitycobitit risk managementwindows']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"business analyst - magento
varite3.7(34 reviews)",varite3.7(34 reviews),['bengaluru'],2 - 5 years,"['key skills', 'analytical skillssolution designdata migrationbusiness transformationbusiness analystbusiness analysiscommercescrumadobesdlc']",not disclosed,"['education', 'ug :b.a in other specialization', 'pg :post graduation not required']"
"business analyst
itc infotech india ltd.3.4(824 reviews)",itc infotech india ltd.3.4(824 reviews),['bengaluru'],5 - 8 years,"['key skills', 'order managementb2bbusiness analystsfdcdata modelingcloudsalesforce.comcredit cardscommercecrm']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business analyst
larsen & toubro infotech limited3.6(1653 reviews)",larsen & toubro infotech limited3.6(1653 reviews),['hinjewadi'],3 - 5 years,"['key skills', 'data analysismetadataproject implementationbusiness analystsassql databasemaster data managementanalyticalsoftware development life cycledata warehousing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"business analyst
larsen & toubro infotech limited3.6(1653 reviews)",larsen & toubro infotech limited3.6(1653 reviews),['india'],3 - 5 years,"['key skills', 'data analysismetadatainterpersonal skillsproject implementationsassql databasemaster data managementanalyticalsoftware development life cycledata warehousing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"senior - financial analyst
smartworks3.7(30 reviews)",smartworks3.7(30 reviews),['bengaluru'],3 - 8 years,"['key skills', 'tallyfinancial analysisaccountinganalyticalrevenue recognitioncash flowdata integrityvariance analysiscostanalytics']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing, ca in ca, any postgraduate in any specialization']"
"lead consultant - business analyst
diverse lynx",diverse lynx,['bengaluru'],3 - 6 years,"['key skills', 'computer scienceconsultant business analystdata analysisbusiness analysismarket riskagile methodologytest casesoperationsuser acceptance testingtesting']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business analyst - transaction lifecycle management (tlm)
larsen & toubro infotech limited3.6(1653 reviews)",larsen & toubro infotech limited3.6(1653 reviews),['india'],4 - 8 years,"['key skills', 'unixdata analysisbusiness analysttlmreconciliationagiledata qualityuser acceptance testingsdlcrecruitment']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"business analyst
larsen & toubro infotech limited3.6(1653 reviews)",larsen & toubro infotech limited3.6(1653 reviews),['india'],6 - 8 years,"['key skills', 'data analysismetadataproject implementationbusiness analystsassql databasemaster data managementanalyticalsoftware development life cycledata warehousing']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"business analyst
larsen & toubro infotech limited3.6(1653 reviews)",larsen & toubro infotech limited3.6(1653 reviews),['india'],3 - 5 years,"['key skills', 'data analysismetadataproject implementationbusiness analystsassql databasemaster data managementanalyticalsoftware development life cycledata warehousing']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"statistical analyst
gsk and company",gsk and company,['bengaluru'],4 - 7 years,"['key skills', 'procurementcareer developmentdata analysissocial mediahealthcaresas programmingstatistical analystmacrosanalyticssql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"consultant mathematics
draup",draup,['bengaluru'],0 - 3 years,"['key skills', 'computer sciencedeep learningpdfsassimulationmachine learningmathematicscxoforecastingpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"intern
fyle",fyle,['bengaluru'],0 - 2 years,"['key skills', 'process optimizationpdfinternmachine learningmanagementms officecustomer engagementinternshipspend management']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"tools specialist - senior architect
mindtree limited3.8(1341 reviews)",mindtree limited3.8(1341 reviews),['bengaluru'],10 - 17 years,"['key skills', 'azuregcpcloud implementationaws']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"machine learning senior engineer - deep learning/nlp/computer vision
serving skill",serving skill,['bengaluru'],5 - 10 years,"['key skills', 'javac++nlpnosqlartificial intelligencecassandra.natural language processingmysqlsparkmachine learningdeep learningpython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :ms/m.sc(science) in chemistry, electrical engineering', 'doctorate :ph.d in computers, electrical']"
"machine learning, senior software engineer
zdaly",zdaly,['bengaluru'],5 - 10 years,"['key skills', 'unixcomputer scienceobject oriented designsanc++linuxcodingmachine learningdata structurespython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"quantitative researcher
plutus research",plutus research,['bengaluru'],0 - 3 years,"['key skills', 'computer sciencec++linuxdata managementshell scriptingmachine learningsignal processingopen sourceanalyticspython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :post graduation not required']"
"sr engineer -pv
qualcomm technologies, inc4.0(161 reviews)","qualcomm technologies, inc4.0(161 reviews)",['bengaluru'],1 - 5 years,"['key skills', 'automationdata analysissimulationrfproject managementanalogcircuit designinghardware designpackagingprincipal']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"sr engineer pnr flow
qualcomm technologies, inc4.0(161 reviews)","qualcomm technologies, inc4.0(161 reviews)",['bengaluru'],2 - 5 years,"['key skills', 'automationdata analysissimulationrfproject managementanalogcircuit designinghardware designpackagingprincipal']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"sr engineer
qualcomm technologies, inc4.0(161 reviews)","qualcomm technologies, inc4.0(161 reviews)",['bengaluru'],2 - 6 years,"['key skills', 'automationsimulationrfproject managementanalogcircuit designinghardware designpackagingprincipalphysical design']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"sr engineer
qualcomm technologies, inc4.0(161 reviews)","qualcomm technologies, inc4.0(161 reviews)",['bengaluru'],1 - 5 years,"['key skills', 'automationdata analysissimulationrfproject managementanalogcircuit designinghardware designpackagingprincipal']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"big data architect - bi/dw/etl
huquo consulting pvt. ltd",huquo consulting pvt. ltd,['bengaluru'],4 - 9 years,"['key skills', 'big data architectjavadata migrationhadoopbig databi / dwdatabase designdata modelingdata warehousingetlscripting']",not disclosed,"['education', 'ug :bca in computers, b.sc in any specialization, b.tech/b.e. in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"consultant
draup",draup,['bengaluru'],0 - 3 years,"['key skills', 'telecomsemiconductordata analysisaerospaceanalyticalconsultingcxoproject deliveryautomotivesecondary research']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing']"
"customer support
toonmedia consultants",toonmedia consultants,"['bengaluru', ' bangalore']",0 - 2 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstelephony supportasset managementintellectual propertyvendor managementinformationcrm']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"engineering intern
farmizen",farmizen,['bengaluru'],0 - 1 years,"['key skills', 'githubfarm managementimage processingmachine learningengineering interndata analyticssensorsinternshipbusiness executiveexecutive engineering']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"backend engineer - data structure/ algorithm
serving skill",serving skill,['bengaluru'],4 - 8 years,"['key skills', 'ci / cdjavamavendevopselasticsearchscrumwebservicesa / b testingalgorithmdata structureoperating systems']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :mba/pgdm in any specialization', 'doctorate :doctorate not required']"
"data wrangler engineer - business intelligence/python/r
l a consultancy",l a consultancy,"['chennai', ' bengaluru', ' kochi']",3 - 6 years,"['key skills', 'tensorflowbusiness intelligencedata wranglingdata miningredshiftdata integrationsqlrnlpwebapiglueec2awsathenapython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :mca in computers', 'doctorate :doctorate not required']"
"searcher/examiner
knowledge splice service pvt. ltd3.1(41 reviews)",knowledge splice service pvt. ltd3.1(41 reviews),['bengaluru'],0 - 3 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstelephony supportvendor managementinformation']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"data science product manager
talent connect
hiring for leading client",talent connect,"['bengaluru', ' ka']",4 - 9 years,"['key skills', 'machine learning deep learning and artificial intelligencestatistics']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"inside sales executive
tmb learning",tmb learning,['bengaluru'],0 - 3 years,"['key skills', 'data analysisinside sales executivedata entrymanager technologytrainingcustomer service executivemicrosoftteaching']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"analytics scientist
oyeloans",oyeloans,['bengaluru'],2 - 7 years,"['key skills', 'excelunderwritinganalyticalmysqlmachine learningfinancial servicesanalyticsmonitoringsqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"biomodeling intern
cellworks research group",cellworks research group,['bengaluru'],0 - 2 years,"['key skills', 'data analysispdfinternmicrobiologypharmacytechnicalbiochemistrydata miningbioinformatics']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"social media associate / manager
globussoft",globussoft,['bengaluru'],0 - 1 years,"['key skills', 'digital mediadata analysissocial media associateclient engagementbrand communicationoffice managementms office']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"technical trainers
rooman",rooman,['bengaluru'],0 - 3 years,"['key skills', 'computer sciencetechnical trainingcloud computingpdfcyber securitydata sciencedebuggingmachine learningprogrammingmanager technology']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"software engineering intern
simbo.ai",simbo.ai,['bengaluru'],0 - 1 years,"['key skills', 'computer scienceinterpersonal skillslinuximage processingfront end designmachine learningengineering internprogramminginternshipanalytics']",not disclosed,"['education', 'ug :b.tech/b.e. in production/industrial', 'pg :m.tech in electronics/telecommunication']"
"data analytics - big data platform
mnr solutions
hiring for leading client",mnr solutions,['bengaluru'],4 - 8 years,"['key skills', 'javahivehadoopbig dataapache serverhdfssparkdata analyticsmachine learninghbase']",not disclosed,"['education', 'ug :any graduate in any specialization, b.tech/b.e. in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"machine learning- assistant professor
hindustan university4.5(11 reviews)",hindustan university4.5(11 reviews),['bengaluru'],3 - 6 years,"['key skills', 'counselormentortraineradvisoreducatorteaching']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"machine learning- associate professor
hindustan university4.5(11 reviews)",hindustan university4.5(11 reviews),['bengaluru'],5 - 8 years,"['key skills', 'counselormentortraineradvisoreducatorteaching']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"machine learning- professor
hindustan university4.5(11 reviews)",hindustan university4.5(11 reviews),['bengaluru'],10 - 15 years,"['key skills', 'counselormentortraineradvisoreducatorteaching']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"data architect - edm/data modeling
huquo consulting pvt. ltd",huquo consulting pvt. ltd,['bengaluru'],9 - 14 years,"['key skills', 'schemahadoopinformaticasql serverssisteradatanosqlerwinsqldata architectdatastagebi / dwdata modelingoracle']",not disclosed,"['education', 'ug :b.sc in any specialization, bca in computers, b.tech/b.e. in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"program executive
space consultant4.0(43 reviews)",space consultant4.0(43 reviews),['bengaluru'],0 - 2 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstechnologytelephony supportasset managementintellectual propertyvendor managementinformationcrm']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"data specialist-data eng || 5 - 8 year exp in same role
ekah consulting",ekah consulting,['delhi ncr( janakpuri )'],4 - 7 years,"['key skills', 'security and adminairlinesdata analysislakebasic etl and business intelligence tools i.e. power bi appsdataflowlake and mart']","₹ 4,00,000 - 6,50,000 p.a.","['education', 'ug :b.tech/b.e. in any specialization', 'pg :mca in any specialization']"
"student partner internship
bolt iot, inventrom pvt. ltd.","bolt iot, inventrom pvt. ltd.",['bengaluru'],0 - 1 years,"['key skills', 'trainingsoftware designsalesinternsocial mediacircuit designingmachine learningsmsprogramminginternship']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"cloud computing
new generation jobs private limited",new generation jobs private limited,['bengaluru'],0 - 2 years,"['key skills', 'wirelessvmwarehibernatelinuxwanlandnsciscodhcppython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"lead - data science - kpo
novotree minds consulting pvt. ltd.",novotree minds consulting pvt. ltd.,['bengaluru'],4 - 8 years,"['key skills', 'data sciencepredictive modelingartificial intelligencedata managementstatistical modelingmachine learninganalyticssqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"trainee sql developer/sql developer
bloom consulting services3.6(18 reviews)",bloom consulting services3.6(18 reviews),['bengaluru'],0 - 2 years,"['key skills', 't-sqlperformance tuningdata analysisagile developmentconsultingsystem integrationprogrammingscrumstored proceduressql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"se – data & tools – c, c++, python, linux
career maker
hiring for leading client",career maker,['bengaluru'],4 - 8 years,"['key skills', 'c nosql c++machine learningpython linux']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"bolt iot student partner internship
inventrom-boltiot",inventrom-boltiot,['bengaluru'],0 - 1 years,"['key skills', 'trainingsoftware designsalesinternsocial mediacircuit designingmachine learningsmsprogramminginternship']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"customer care executive
space consultant4.0(43 reviews)",space consultant4.0(43 reviews),['bengaluru'],0 - 2 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstelephony supportasset managementintellectual propertyvendor managementinformationcrm']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"yoga therapist
rathi personnel training & placement services pvt. ltd.",rathi personnel training & placement services pvt. ltd.,['bengaluru'],0 - 2 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstelephony supportvendor managementinformation']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business analyst- retailer credit
udaan4.1(1470 reviews)",udaan4.1(1470 reviews),['bengaluru'],3 - 8 years,"['key skills', 'business intelligencebusiness planningproject managementinsightsdashboardingdata analysisdashboardsanalyticsbusiness analysissql']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :mba/pgdm in any specialization']"
"marketing executive
nive systems",nive systems,['bengaluru'],0 - 1 years,"['key skills', 'data analysissoftware designfinancemarketing campaignselectronicsoffice administratorresearchmanagementmarketing executiveproof reading']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing']"
"chief data officer - bfsi/ bpo/ kpo
winfort services",winfort services,['bengaluru'],8 - 13 years,"['key skills', 'data qualityconsulting - bfsidata managementdata analyticsdata governance']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required, any doctorate in any specialization']"
"genomics application specialist (gasp) -(sequencing & consumables)
xcelris diagnostics",xcelris diagnostics,['bengaluru'],0 - 3 years,"['key skills', 'help deskdata analysiscustomer relationshipcustomeraccess controlstelephony supportvendor managementinformation']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"intern
brainybatch technologies pvt. ltd.",brainybatch technologies pvt. ltd.,['bengaluru'],0 - 3 years,"['key skills', 'digital marketinginstitutionspr developmentckendncrwindowspart time']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"internships
quantumzyme",quantumzyme,['bengaluru'],0 - 3 years,"['key skills', 'analytical skillsmicrobiologychemical engineeringmachine learninginstrumentationbiochemistrybiologyenzymologybioinformaticspython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"hiring for data warehouse architect
hcapital business consulting private limited",hcapital business consulting private limited,['bengaluru'],15 - 24 years,"['key skills', 'big data analyticsazuredata engineeringsenior architectclouderahadooparchitectbig datacloudscaladata analysisdata warehousingsparkdata analyticsawsprinciple architect']","₹ 50,00,000 - 55,00,000 p.a.","['education', 'ug :b.tech/b.e. in any specialization']"
"hiring for data warehouse delivery head
hcapital business consulting private limited",hcapital business consulting private limited,['bengaluru'],15 - 24 years,"['key skills', 'business strategybig data analyticsazuredata engineeringclouderahadoopbig datastrategic business planningcloudscaladata analysisproject deliverydata warehousingsparkdata analyticsaws']","₹ 45,00,000 - 55,00,000 p.a.","['education', 'ug :b.tech/b.e. in any specialization']"
"marketing intern
progton technologies",progton technologies,['bengaluru'],0 - 2 years,"['key skills', 'data analysispdfmarketing internproduct servicesocial mediamarketing campaignsdata analyticsinternshipmonitoringcrm']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"data specialist-data eng || 5 - 8 year exp in same role
ekah consulting",ekah consulting,"['delhi ncr( janakpuri )', ' noida']",4 - 7 years,"['key skills', 'security and adminairlines businessdata analysislakebasic etl and business intelligence tools i.e. power bi appsdataflowlake and mart']","₹ 4,00,000 - 6,00,000 p.a.","['education', 'pg :mba/pgdm in any specialization']"
"staff member - sql & alteryx developer - data management & integration
serving skill",serving skill,"['trivandrum', ' bengaluru', ' kochi', ' thiruvananthapuram']",3 - 6 years,"['key skills', 'data qualityalteryxdata managementdata profilingdata securitydata modelingdata warehousingetldata governancesqldata integration']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :m.tech in computers, mca in computers', 'doctorate :doctorate not required']"
"artificial intelligence developer ( fresher )
unizen technologies4.2(5 reviews)",unizen technologies4.2(5 reviews),['bengaluru'],0 years,"['key skills', 'deep learningc++neural networksartificial intelligencemachine learningsignal processingprogrammingpythontesting']",not disclosed,"['education', 'ug :b.tech/b.e. in production/industrial', 'pg :m.tech in electronics/telecommunication']"
"data engineer
bigshyft hiring for scienaptic",bigshyft hiring for scienaptic,['bengaluru'],3 - 5 years,"['key skills', 'scalahadoopsparkpython']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :any postgraduate in any specialization, post graduation not required', 'doctorate :any doctorate in any specialization, doctorate not required']"
"travel consultant
the andaman tourism",the andaman tourism,['bengaluru'],0 - 3 years,"['key skills', 'trainingdata analysissales operationsrelationshipe-commercecustomer experiencelogistics']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"freelancer abstract writing of business articles -
informatics global campus pte ltd.",informatics global campus pte ltd.,['bengaluru'],0 - 3 years,"['key skills', 'data analysisanalyticalcorporatebankingms office']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"freelancer
informatics3.8(18 reviews)",informatics3.8(18 reviews),['bengaluru'],0 - 3 years,"['key skills', 'data analysisanalyticalcorporatebankingms office']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :m.com in commerce, mba/pgdm in marketing, any postgraduate in any specialization']"
"top rankers research engineers
careerxperts consulting",careerxperts consulting,['bengaluru'],0 - 4 years,"['key skills', 'computer scienceelectrical engineeringconsultingmachine learningprogrammingdata structurespredictive modelingnatural language processingresearchdata mining']",not disclosed,"['education', 'ug :any graduate in any specialization, b.tech/b.e. in production/industrial', 'pg :post graduation not required']"
"python research programmer distinguished founders
careerxperts consulting",careerxperts consulting,['bengaluru'],0 - 8 years,"['key skills', 'cloud computingcomputer visionautomationconsultingmachine learningreconciliationcloudprogrammingautomation systemspython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :m.tech in electronics/telecommunication']"
"research & development engineer
liveon technolabs",liveon technolabs,['bengaluru'],0 - 3 years,"['key skills', 'data analysisaerospacechemical researchmarket researchmechanical metallurgynew product developmentdata miningelectronics engineeringelectricals']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"consultant- data engineering
novotree minds consulting pvt. ltd.
hiring for leading client",novotree minds consulting pvt. ltd.,['bengaluru'],7 - 9 years,"['key skills', 'pig sqlhadoopbig datatableau spark sql awspowerbi hive python qlikview sparkglue/adf/dataflow']",not disclosed,"['education', 'ug :b.sc in any specialization, b.tech/b.e. in any specialization', 'pg :ms/m.sc(science) in any specialization, m.tech in any specialization', 'doctorate :doctorate not required']"
"tele caller
space consultant4.0(43 reviews)",space consultant4.0(43 reviews),['bengaluru'],0 - 1 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstelephony supportasset managementintellectual propertyvendor managementinformationcrm']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"software engineer (intern)
vicit infot tech",vicit infot tech,['bengaluru'],0 - 1 years,"['key skills', 'relationship executiveprototypeinterntechnicalmachine learningdesignnatural language processingsoftware engineer internresearchbusiness executivewho']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :m.tech in computers']"
"data quality engineer (product base firm)
resource weaver",resource weaver,['bengaluru'],7 - 9 years,"['key skills', 's3rdsdeveloping test automationartificial intelligenceaidynamodbmachine learningsqldata qualityshellprestonosqlelasticsearchec2elastic searchdata analyticscloud computingawsathenatest automationpythonml']",not disclosed,"['education', 'ug :bca in computers, b.sc in computers, b.tech/b.e. in computers', 'pg :m.tech in any specialization', 'doctorate :doctorate not required']"
"senior machine learning engineer
qualitas technologies",qualitas technologies,['bengaluru'],3 - 4 years,"['key skills', 'deep learningc++industrial automationmachine learningsystem designmanagementpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"process associate
mk excellency .com",mk excellency .com,['bengaluru'],0 - 3 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstelephony supportvendor managementinformation']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"malyalam/tamil-cro-bangalore-urgent
space consultant4.0(43 reviews)",space consultant4.0(43 reviews),['bengaluru'],0 - 2 years,"['key skills', 'help deskcustomer servicedata analysiscustomer relationshipaccess controlstelephony supportasset managementintellectual propertyvendor managementinformationoperationscrm']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"research assistant
john's research institute4.1(114 reviews)",john's research institute4.1(114 reviews),['bengaluru'],0 - 3 years,"['key skills', 'immunohistochemistrydata analysismicrobiologypathwaycell biologygeneticsbiochemistrysignallingpcrdata entry']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business analyst
seven consultancy",seven consultancy,['bengaluru'],3 - 5 years,"['key skills', 'customer acquisitionstatistical modelinggoogle analyticsdata managementbusiness analystbusiness analysisanalyticaldata analyticsit recruitmentpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"business analyst
one97 communications limited4.0(2229 reviews)",one97 communications limited4.0(2229 reviews),['noida'],4 - 8 years,"['key skills', 'google data studioexcel', 'rsastableaudashboardslookerbusiness analysispython', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :graduation not required']"
"data engineer
bigshyft hiring for bold",bigshyft hiring for bold,['noida'],3 - 6 years,"['key skills', 'postgresqldata warehousingetlsqlpython']","₹ 11,00,000 - 21,00,000 p.a.","['education', 'ug :b.tech/b.e. in computers']"
"big data engineer - apache spark/ python
career infosystem
hiring for leading client",career infosystem,['chennai'],3 - 8 years,"['key skills', 'unixnosqllinuxrdbmsapache serverbig datasparkdata warehousingetlawspython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"analyst / sr . analyst advanced analytics
bizalgo systems",bizalgo systems,['bengaluru'],2 - 4 years,"['key skills', 'advanced analyticsoperations researchrdbmspharmaanalyticalcognoshealthcarehealthcare analyticsdata visualizationanalytics']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"h1b visa holder's-big data devloper
confidential",confidential,['united states (u.s)'],7 - 10 years,"['key skills', 'javahiveclouderahadoopmahoutbig dataflumesparkooziehbasepig']","$ 75,000 - 100,000 p.a.","['education', 'ug :b.tech/b.e. in computers']"
